source,destination,success,hops,reason,delay_ms,path
950,932,True,6,reached destination,33.654310862173695,950 -> 782 -> 996 -> 100 -> 377 -> 259 -> 932
988,1033,True,3,reached destination,12.426396823881987,988 -> 499 -> 661 -> 1033
961,863,True,6,reached destination,32.99014684099548,961 -> 13 -> 985 -> 484 -> 719 -> 651 -> 863
992,1078,True,7,reached destination,47.738638861162016,992 -> 176 -> 181 -> 195 -> 406 -> 409 -> 199 -> 1078
996,902,True,2,reached destination,6.31328476577708,996 -> 371 -> 902
970,1032,True,2,reached destination,9.612004911694216,970 -> 71 -> 1032
1085,1017,True,2,reached destination,3.6140730171208153,1085 -> 782 -> 1017
1055,1057,True,3,reached destination,14.535473989723869,1055 -> 307 -> 417 -> 1057
875,1014,True,2,reached destination,5.743478685218438,875 -> 586 -> 1014
898,924,True,2,reached destination,5.440069040620626,898 -> 613 -> 924
998,1060,True,3,reached destination,12.649597953871378,998 -> 782 -> 789 -> 1060
1044,956,True,6,reached destination,27.3518530252116,1044 -> 348 -> 1068 -> 546 -> 569 -> 468 -> 956
881,892,True,7,reached destination,60.41326296374456,881 -> 140 -> 176 -> 181 -> 208 -> 111 -> 197 -> 892
889,1021,True,5,reached destination,31.31621408422196,889 -> 834 -> 830 -> 541 -> 658 -> 1021
874,1096,True,6,reached destination,53.4252073947743,874 -> 222 -> 227 -> 5 -> 75 -> 76 -> 1096
911,1002,True,2,reached destination,7.61938097114937,911 -> 732 -> 1002
961,1035,True,7,reached destination,39.851370999386944,961 -> 439 -> 988 -> 29 -> 1006 -> 831 -> 613 -> 1035
