source,destination,success,hops,reason,delay_ms,path
4274,4122,True,6,reached destination,27.736949547578497,4274 -> 3769 -> 2847 -> 3366 -> 3804 -> 3370 -> 4122
4271,4269,True,2,reached destination,6.293678454109035,4271 -> 2220 -> 4269
4214,4217,True,11,reached destination,57.81968920909442,4214 -> 1287 -> 824 -> 1291 -> 533 -> 543 -> 821 -> 829 -> 572 -> 2003 -> 590 -> 4217
4163,4305,True,2,reached destination,4.079882478059911,4163 -> 1251 -> 4305
4300,4195,True,2,reached destination,7.9013023102820235,4300 -> 1106 -> 4195
4203,4252,True,3,reached destination,13.700482567755637,4203 -> 935 -> 2644 -> 4252
4290,4156,True,2,reached destination,4.655640093094911,4290 -> 908 -> 4156
4317,4279,True,9,reached destination,39.229434432805505,4317 -> 2558 -> 1445 -> 2539 -> 1444 -> 2541 -> 2546 -> 2531 -> 2554 -> 4279
4322,4161,True,5,reached destination,28.65138283118035,4322 -> 3095 -> 3090 -> 3092 -> 2682 -> 4161
4158,4283,True,2,reached destination,8.875854733351648,4158 -> 1109 -> 4283
4199,4294,True,3,reached destination,24.96050649650736,4199 -> 1877 -> 1879 -> 4294
4234,4095,True,2,reached destination,5.79228533693205,4234 -> 2445 -> 4095
4105,4163,True,15,reached destination,64.57854628414671,4105 -> 2318 -> 2303 -> 2319 -> 2302 -> 2320 -> 2304 -> 2321 -> 2305 -> 2322 -> 2306 -> 2307 -> 2323 -> 2406 -> 2386 -> 4163
4312,4126,True,2,reached destination,9.847520860683533,4312 -> 1181 -> 4126
4241,4246,True,5,reached destination,31.666803722501523,4241 -> 3349 -> 3773 -> 3854 -> 3369 -> 4246
4250,4276,True,7,reached destination,41.42778344041828,4250 -> 2624 -> 2124 -> 1158 -> 497 -> 2639 -> 942 -> 4276
4140,4110,True,3,reached destination,13.143511441586313,4140 -> 1192 -> 1903 -> 4110
4085,4149,True,7,reached destination,43.271493570031986,4085 -> 1606 -> 4081 -> 3788 -> 3349 -> 3773 -> 3854 -> 4149
4081,4310,True,18,reached destination,65.30719774723244,4081 -> 1373 -> 1591 -> 1077 -> 752 -> 1067 -> 1851 -> 1834 -> 1076 -> 1842 -> 1855 -> 1062 -> 1837 -> 1836 -> 1069 -> 1835 -> 1832 -> 1075 -> 4310
4231,4141,True,2,reached destination,5.8806261212058,4231 -> 1412 -> 4141
4219,4144,True,2,reached destination,7.804723361894816,4219 -> 1770 -> 4144
4175,4181,True,8,reached destination,36.87942330586392,4175 -> 1676 -> 1647 -> 1656 -> 1649 -> 36 -> 1641 -> 1658 -> 4181
4130,4197,True,2,reached destination,8.921241218952453,4130 -> 697 -> 4197
4281,4307,True,2,reached destination,7.542123792178246,4281 -> 942 -> 4307
