source,destination,greedy_success,greedy_hops,greedy_reason,greedy_path,dijkstra_success,dijkstra_hops,dijkstra_delay_ms,dijkstra_path
968,1067,False,0,no reachable relay,968,True,7,54.96599307985064,968 -> 311 -> 48 -> 49 -> 47 -> 344 -> 343 -> 1067
920,902,False,0,no reachable relay,920,True,2,9.466309612491964,920 -> 356 -> 902
1079,955,False,50,maximum hops reached,1079 -> 263 -> 1076 -> 208 -> 181 -> 268 -> 307 -> 357 -> 356 -> 222 -> 343 -> 889 -> 192 -> 1026 -> 435 -> 940 -> 344 -> 190 -> 185 -> 176 -> 376 -> 37 -> 788 -> 196 -> 514 -> 314 -> 529 -> 999 -> 218 -> 140 -> 767 -> 113 -> 834 -> 417 -> 493 -> 538 -> 852 -> 397 -> 783 -> 10 -> 740 -> 500 -> 870 -> 47 -> 732 -> 312 -> 613 -> 373 -> 599 -> 602 -> 634,True,7,48.028107123593514,1079 -> 403 -> 1076 -> 313 -> 49 -> 47 -> 344 -> 955
1022,979,True,1,reached destination,1022 -> 979,True,2,3.3666147625139518,1022 -> 188 -> 979
927,945,False,0,no reachable relay,927,True,6,34.62003793553801,927 -> 782 -> 789 -> 784 -> 735 -> 542 -> 945
1079,996,True,6,reached destination,1079 -> 263 -> 1076 -> 208 -> 419 -> 363 -> 996,True,8,52.45633968702106,1079 -> 855 -> 1078 -> 85 -> 331 -> 127 -> 118 -> 174 -> 996
926,951,True,2,reached destination,926 -> 113 -> 951,True,2,6.662751822885923,926 -> 388 -> 951
927,963,False,0,no reachable relay,927,True,3,20.304430914283426,927 -> 344 -> 309 -> 963
915,1098,False,0,no reachable relay,915,True,5,45.743377695131294,915 -> 344 -> 47 -> 49 -> 48 -> 1098
1107,1034,False,0,no reachable relay,1107,True,4,27.39596925676614,1107 -> 831 -> 561 -> 499 -> 1034
949,1050,False,0,no reachable relay,949,True,2,10.525381661481712,949 -> 501 -> 1050
1040,886,True,2,reached destination,1040 -> 356 -> 886,True,3,12.925500699278933,1040 -> 113 -> 176 -> 886
945,935,False,50,maximum hops reached,945 -> 249 -> 53 -> 10 -> 875 -> 397 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 192 -> 402 -> 307 -> 410 -> 435 -> 179 -> 356 -> 6 -> 113 -> 642 -> 71 -> 599 -> 188 -> 634 -> 383 -> 176 -> 348 -> 343 -> 319 -> 501 -> 335 -> 577 -> 147 -> 538 -> 388 -> 669 -> 37 -> 782 -> 939 -> 316 -> 613 -> 329 -> 1022 -> 371 -> 761 -> 344 -> 586 -> 732 -> 663,True,5,30.83246738461439,945 -> 542 -> 735 -> 784 -> 789 -> 935
1009,1088,False,0,no reachable relay,1009,True,7,40.91706358460047,1009 -> 518 -> 667 -> 810 -> 809 -> 991 -> 599 -> 1088
867,924,False,0,no reachable relay,867,True,9,50.38006771390622,867 -> 684 -> 685 -> 737 -> 738 -> 739 -> 740 -> 940 -> 613 -> 924
1108,961,False,0,no reachable relay,1108,True,8,41.87982931445812,1108 -> 518 -> 1093 -> 651 -> 719 -> 484 -> 985 -> 13 -> 961
1070,891,False,0,no reachable relay,1070,True,6,30.745724441555716,1070 -> 383 -> 934 -> 548 -> 618 -> 625 -> 891
913,1062,False,0,no reachable relay,913,True,8,53.81820363249276,913 -> 85 -> 331 -> 127 -> 118 -> 174 -> 388 -> 147 -> 1062
865,1018,False,3,no reachable relay,865 -> 304 -> 1109 -> 365,True,10,54.40718398238619,865 -> 675 -> 861 -> 658 -> 541 -> 830 -> 783 -> 788 -> 732 -> 782 -> 1018
1051,1015,False,0,no reachable relay,1051,True,2,5.998751525139842,1051 -> 344 -> 1015
1051,860,False,0,no reachable relay,1051,True,6,35.22852836001683,1051 -> 732 -> 991 -> 809 -> 810 -> 667 -> 860
977,1077,False,0,no reachable relay,977,True,2,11.020406540530097,977 -> 388 -> 1077
1022,919,False,50,maximum hops reached,1022 -> 343 -> 889 -> 435 -> 1026 -> 192 -> 999 -> 344 -> 188 -> 37 -> 788 -> 196 -> 732 -> 218 -> 307 -> 268 -> 356 -> 357 -> 176 -> 185 -> 113 -> 514 -> 314 -> 529 -> 940 -> 140 -> 493 -> 599 -> 47 -> 500 -> 870 -> 222 -> 613 -> 376 -> 538 -> 852 -> 397 -> 834 -> 417 -> 767 -> 388 -> 1015 -> 258 -> 501 -> 740 -> 10 -> 783 -> 692 -> 634 -> 727 -> 1049,True,2,9.048133104770296,1022 -> 613 -> 919
1088,1030,False,0,no reachable relay,1088,True,5,35.91024781382511,1088 -> 376 -> 69 -> 2 -> 372 -> 1030
1107,873,False,0,no reachable relay,1107,True,2,5.131312193423687,1107 -> 179 -> 873
1030,1108,False,4,no reachable relay,1030 -> 256 -> 72 -> 124 -> 393,True,6,42.58451648060797,1030 -> 677 -> 675 -> 550 -> 743 -> 742 -> 1108
967,1058,False,0,no reachable relay,967,True,2,8.193097536161481,967 -> 185 -> 1058
1072,971,False,12,no reachable relay,1072 -> 192 -> 889 -> 357 -> 886 -> 222 -> 983 -> 185 -> 948 -> 376 -> 959 -> 268 -> 560,False,0,inf,1072
954,1058,False,50,maximum hops reached,954 -> 47 -> 343 -> 312 -> 435 -> 222 -> 37 -> 357 -> 356 -> 268 -> 176 -> 185 -> 314 -> 344 -> 886 -> 218 -> 834 -> 196 -> 373 -> 192 -> 376 -> 307 -> 602 -> 113 -> 852 -> 514 -> 244 -> 529 -> 309 -> 493 -> 783 -> 727 -> 500 -> 527 -> 788 -> 740 -> 767 -> 258 -> 983 -> 297 -> 732 -> 530 -> 613 -> 726 -> 692 -> 948 -> 174 -> 959 -> 140 -> 870 -> 388,True,3,14.119145673074168,954 -> 309 -> 312 -> 1058
957,1000,False,0,no reachable relay,957,True,2,8.095107843131494,957 -> 71 -> 1000
933,1027,False,0,no reachable relay,933,True,8,54.40085217357214,933 -> 157 -> 129 -> 83 -> 60 -> 285 -> 897 -> 469 -> 1027
979,916,False,50,maximum hops reached,979 -> 435 -> 889 -> 343 -> 1026 -> 192 -> 940 -> 344 -> 999 -> 356 -> 268 -> 307 -> 47 -> 37 -> 788 -> 196 -> 185 -> 176 -> 357 -> 113 -> 514 -> 314 -> 529 -> 870 -> 218 -> 140 -> 493 -> 599 -> 258 -> 500 -> 1015 -> 397 -> 834 -> 388 -> 732 -> 244 -> 613 -> 222 -> 692 -> 767 -> 740 -> 10 -> 852 -> 538 -> 727 -> 634 -> 602 -> 1049 -> 417 -> 783 -> 819,True,2,9.58002659516755,979 -> 613 -> 916
1026,953,False,50,maximum hops reached,1026 -> 397 -> 767 -> 140 -> 783 -> 10 -> 538 -> 417 -> 634 -> 113 -> 642 -> 37 -> 402 -> 307 -> 713 -> 192 -> 190 -> 343 -> 410 -> 435 -> 6 -> 356 -> 809 -> 176 -> 577 -> 344 -> 179 -> 732 -> 383 -> 599 -> 1066 -> 188 -> 500 -> 348 -> 613 -> 875 -> 71 -> 529 -> 319 -> 501 -> 1072 -> 147 -> 514 -> 782 -> 788 -> 586 -> 834 -> 999 -> 388 -> 1085 -> 196,True,2,7.64204319154757,1026 -> 307 -> 953
950,932,False,0,no reachable relay,950,True,6,33.654310862173695,950 -> 782 -> 996 -> 100 -> 377 -> 259 -> 932
988,1033,True,2,reached destination,988 -> 102 -> 1033,True,3,12.426396823881987,988 -> 499 -> 661 -> 1033
961,863,False,3,no reachable relay,961 -> 276 -> 7 -> 355,True,6,32.99014684099548,961 -> 13 -> 985 -> 484 -> 719 -> 651 -> 863
992,1078,False,0,no reachable relay,992,True,7,47.738638861162016,992 -> 176 -> 181 -> 195 -> 406 -> 409 -> 199 -> 1078
996,902,True,2,reached destination,996 -> 174 -> 902,True,2,6.31328476577708,996 -> 371 -> 902
970,1032,False,0,no reachable relay,970,True,2,9.612004911694216,970 -> 71 -> 1032
1085,1017,True,2,reached destination,1085 -> 188 -> 1017,True,2,3.6140730171208153,1085 -> 782 -> 1017
1055,1057,False,0,no reachable relay,1055,True,3,14.535473989723869,1055 -> 307 -> 417 -> 1057
875,1014,False,50,maximum hops reached,875 -> 383 -> 1011 -> 6 -> 939 -> 348 -> 903 -> 179 -> 908 -> 319 -> 1017 -> 410 -> 30 -> 402 -> 107 -> 190 -> 142 -> 10 -> 316 -> 397 -> 329 -> 140 -> 45 -> 417 -> 389 -> 188 -> 207 -> 71 -> 635 -> 147 -> 713 -> 335 -> 669 -> 905 -> 53 -> 809 -> 388 -> 55 -> 586 -> 281 -> 761 -> 1085 -> 113 -> 353 -> 782 -> 715 -> 307 -> 663 -> 942 -> 371 -> 577,True,2,5.743478685218438,875 -> 586 -> 1014
898,924,False,0,no reachable relay,898,True,2,5.440069040620626,898 -> 613 -> 924
998,1060,False,0,no reachable relay,998,True,3,12.649597953871378,998 -> 782 -> 789 -> 1060
1044,956,False,29,no reachable relay,1044 -> 316 -> 156 -> 150 -> 355 -> 391 -> 59 -> 180 -> 690 -> 401 -> 393 -> 317 -> 255 -> 404 -> 808 -> 230 -> 485 -> 330 -> 615 -> 277 -> 671 -> 667 -> 651 -> 446 -> 472 -> 853 -> 291 -> 518 -> 770 -> 687,True,6,27.3518530252116,1044 -> 348 -> 1068 -> 546 -> 569 -> 468 -> 956
881,892,False,0,no reachable relay,881,True,7,60.41326296374456,881 -> 140 -> 176 -> 181 -> 208 -> 111 -> 197 -> 892
889,1021,False,7,no reachable relay,889 -> 222 -> 379 -> 365 -> 229 -> 232 -> 1109 -> 17,True,5,31.31621408422196,889 -> 834 -> 830 -> 541 -> 658 -> 1021
874,1096,False,0,no reachable relay,874,True,6,53.4252073947743,874 -> 222 -> 227 -> 5 -> 75 -> 76 -> 1096
911,1002,False,0,no reachable relay,911,True,2,7.61938097114937,911 -> 732 -> 1002
961,1035,False,50,maximum hops reached,961 -> 265 -> 334 -> 192 -> 222 -> 343 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 732 -> 376 -> 435 -> 783 -> 307 -> 373 -> 356 -> 834 -> 886 -> 37 -> 767 -> 983 -> 218 -> 788 -> 47 -> 514 -> 309 -> 529 -> 726 -> 176 -> 948 -> 196 -> 538 -> 312 -> 500 -> 560 -> 613 -> 870 -> 140 -> 959 -> 113 -> 1015 -> 417 -> 1026 -> 10 -> 940 -> 314,True,7,39.851370999386944,961 -> 439 -> 988 -> 29 -> 1006 -> 831 -> 613 -> 1035
